X,Y,OBJECTID,PARCELID,PROPERTY_UNIT,WARDID,PLANNINGCOMMUNITYID,NEIGHBOURHOOD_ASSOCIATIONID,ADDRESS,APPLICATION_NO,STATUS,APPLICANT,PROPERTY_OWNER,FOLDERRSN,FOLDERYEAR,FOLDERNAME,FOLDERTYPE,SUBTYPE,PRIMARY_PROPERTY,ISSUED_BY,DESCRIPTION,COMBINED_APPLICATION,INDATE,PUBLIC_STATUS_UPDATE,PSI_MTG_DATE,DSD_MTG_DATE,NHBD_MTG_DATE,NHBD_SA_MTG_DATE,COUNCIL_MEETING_DATE,DRAFT_APPROVAL_DATE,REGIONAL_APPROVAL_DATE,REMOVAL_DATE,FINAL_DATE,HIGHLIGHT_APP,EXISTING_OPA_LANDUSE,PROPOSED_OPA_LANDUSE,EXISTING_ZONING,PROPOSED_ZONING,EXISTING_LANDUSE,PROPOSED_LANDUSE,PROP_MAX_RES_UNITS_INCIR,PROP_MAX_RES_UNITS_DA,PROPOSED_COMMERCIAL_HA,PROPOSED_INSTITUTIONAL_HA,PROPOSED_PARKLAND_HA,PROP_SIZE_HA,CONTACT_EMAIL,CONTACT_PHONE,CONTACT_TTY,PUBLIC_STATUS_DESC,AMANDA_STATUS_DESC,IMAGE_DESCR,IMAGE_LINK,THUMBNAIL_LINK,SORTID,GlobalID
541961.6513,4809599.0999,21,50026085,1000285,9,5,7750,321  COURTLAND AVE E,ZBA19/005/C/GS,Passed,GSP GROUP INC,321 COURTLAND AVE DEVELOPMENTS INC,551337,19,Auburn Schneiders ZBA,Zoning By-Law Amendment,Combined,1000285,"Craig Dumart, MCIP, RPP","The Zoning By-law Amendment proposes to implement the proposed land use designations with corresponding zoning.  The proposed zoning is Medium Intensity Mixed Use Corridor Zone MU-2 (a medium intensity mixed use zone that permits residential and commercial uses), Residential Nine R-9 (a high rise residential zone), and Public Park Zone P-1 (a zone that is applied to public park spaces).","30T-19201, OPA19/002/C/GS",2019/05/28 00:00:00+00,"Council approved the proposed Plan of Subdivision, Zoning By-law Amendment and Official Plan Amendment at the June 26, 2023 Council Meeting. For more information please visit: Kitchener.ca/meetings",06/19/2023,,08/24/2022,,06/26/2023,,,,,No,General Industrial,Mixed Use and High Density Residential,M-2,,Vacant,Mixed Use and Residential,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_551337.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_551337.pdf,6e10f9fe-8a39-408e-b58d-120ab91c6659
544734.1076,4809142.2158,22,50036358,1009356,2,24,7746,1157  WEBER ST E,ZBA21/010/W/BB,Closed,GSP GROUP INC.,"M K G HOLDING CORPORATION, M K G HOLDING CORPORATION",631362,21,1157 WEBER ST E,Zoning By-Law Amendment,Combined,1074618,"Brian Bateman, MCIP, RPP",To facilitate OPA21/007/W/BB for the mixed-use development consisting of an 18 storey and 15 storey tower atop a 5 storey podium with a total of 378 residential dwelling units and ground floor commercial units,OPA 28,2021/08/10 00:00:00+00,The Zoning By-law is in effect with the OPA 28 now officially approved with no appeals by the Region.,05/15/2023,,11/09/2021,,05/29/2023,,,20241227,2023/12/27 00:00:00+00,Yes,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_631362.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_631362.pdf,766ea6d0-6a29-424d-87f7-8ec9c2ef9c4f
535775.9935,4807488.2781,23,50021391,1046816,7,29,0,60  TRUSSLER RD,ZBA24/019/T/ES,Recommendation,PATTERSON PLANNING CONSULTANTS INC.,1000160668 ONTARIO CORP,722793,24,60 TRUSSLER RD,Zoning By-Law Amendment,Standard,1046816,"Eric Schneider, MCIP, RPP","The Owner is proposing to rezone the subject property and seek Site Plan approval to facilitate the redevelopment of the Property for a 64 unit low rise residential multiple dwelling, associated parking, landscape and amenity areas. A Zoning By-Law Amendment is required and any amendment will be to apply a zoning from Zoning By-law 2019-051. As such, the proponent is seeking an amendment to have the “RES-5” zoning applied to the Property whereas the current zoning is “RES-1”.",,2024/07/12 00:00:00+00,"A decision on the subject application has been referred to the Council meeting on November 18, 2024. For more information, please see www.kitchener.ca/meetings. If you would like to speak to this item, please register at www.kitchener.ca/delegation. If you have any questions on this application, please reach out to the File Planner (City Planning Contact listed below).  If a person or public body does not make oral submissions at a public meeting or make written submissions to the City prior to the approval of a development, a Tribunal may dismiss an appeal made in relation to the applications. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact.",10/07/2024,,09/12/2024,,11/18/2024,,,,,Yes,Low Rise Residential,,RES-1,,Single Detached,Multiple Dwelling (stacked townhomes),,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_722793.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_722793.pdf,95e5381d-dd00-4be5-bee0-577b63a62fdc
541757.7168,4809331.2861,24,50060761,1006274,9,5,7750,328  MILL ST,ZBA24/017/M/CD,Passed,1658194 ONTARIO LTD.,,718957,24,328-330 MILL ST,Zoning By-Law Amendment,Standard,1047645,"Craig Dumart, MCIP, RPP",Proposing a ZBA to allow to the redevelopment of the subject lands with a mixed-use development 20 storeys in height with reduced building setbacks.,No,2024/06/27 00:00:00+00,"This application has been approved by Kitchener City Council on October 21, 2024. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",09/16/2024,,08/06/2024,,10/21/2024,,,,,Yes,Strategic Growth Area C,,"Strategic Growth Area Three Zone
(SGA-3)",,Low rise mixed use,"A 28 storey, 379 unit mixed use building with ground floor commercial. ",,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_718957.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_718957.pdf,57c3fbc5-8237-491a-9fe3-e1998fdf387d
541065.8134,4811101.3524,25,50000107,1053892,11,1,7905,200  KING ST W,OPA23/001/K/TR,Adopted,CITY OF KITCHENER,CITY OF KITCHENER,675940,23,"Implementation of Bill 13, 23 & 109",Official Plan Amendment,Combined,1053892,Tanya Roberts,"City-initiated Official Plan Amendment to address issues concerning housing and growth, in response to recent changes to provincial legislation; Bill 109, More Homes for Everyone Act, 2022, Bill 23, More Homes Built Faster Act, 2022, and Bill 13, Supporting People and Businesses Act, 2021. These bills are implementing measures to address the province-wide housing crisis. ",ZBA23/004/K/TR,2023/03/13 00:00:00+00,This application has been approved.,06/19/2023,,03/29/2023,,06/26/2023,,08/23/2023,,,No,,,,,,,,,,,,,Tanya.Roberts@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_675940.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_675940.pdf,ad509da1-0f7a-458c-b58b-914942a25c47
549068.9081,4806177.692,26,50040609,1009508,3,40,0,4396  KING ST E,ZBA21/014/K/AP,Closed,GSP GROUP INC.,SPORTSWORLD SHOPPING CENTRE LTD,634208,21,4396 KING ST E & 25 SPORTSWORLD DR,Zoning By-Law Amendment,Combined,1009508,"Andrew Pinnell, MCIP, RPP","The applicant is requesting a Zoning By-law Amendment to re-zone the property from Commercial Campus (COM-4) to Mixed Use (MIX-3) and establish a Site Specific Provision to allow a maximum building height of 99 metres (30 storeys), maximum Floor Space Ratio of 6.2, reduced parking rate of 0.85 spaces per dwelling unit (580 spaces), non-residential gross floor area reduction, among other matters.  The Official Plan Amendment requests to designate the property from Commercial Campus to Mixed Use with a Specific Policy Area.  The amendments would permit a mixed-use development with 616 dwelling units and 1,378 m2 of commercial space and 300+ secure bicycle parking spaces. For implementation of OPA21/009/K/AP",OPA21/009/K/AP,2021/09/15 00:00:00+00,This application has been approved.,03/06/2023,,03/31/2022,,03/20/2023,,,20241227,2023/12/27 00:00:00+00,No,Commercial Campus ,,COM-4,,Commercial,Mixed Use,,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_634208.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_634208.pdf,3be5259c-0ec2-4e37-bf57-2244b61f8b6e
540452.5193,4807244.5271,27,50015466,1060499,6,27,8006,15  LAURENTIAN DR,ZBA24/003/L/AP,Closed,GSP GROUP INC.,K-W CHRISTIAN SCHOOL SOCIETY,702339,24,15 LAURENTIAN DR,Zoning By-Law Amendment,Combined,1060499,"Andrew Pinnell, MCIP, RPP","Cross-reference OPA24/003/L/AP.  The City of Kitchener has received applications requesting an Official Plan Amendment and a Zoning By-law Amendment to redesignate the subject property, addressed as 15 Laurentian Drive, from “Low Rise Residential” to “Institutional” in the Official Plan and to rezone the property from Low Rise Residential Two Zone “RES-2” to Neighbourhood Institutional Zone “INS-1”. The property is proposed to be redesignated and rezoned to permit future expansion options for the school located at 11 Laurentian Drive.  The lands may be used for an expansion of the existing surface parking area or to accommodate additional outdoor play space for students.",OPA24/003/L/AP,2024/01/10 00:00:00+00,This application has been approved by Kitchener City Council and the file is now closed.,04/22/2024,,01/30/2024,,04/29/2024,,,20250614,2024/06/14 00:00:00+00,No,Low Rise Residential,,RES-2,,Single Detached Dwelling,To permit future expansion options for the school located at 11 Laurentian Drive,,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_702339.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_702339.pdf,4dbc8d85-3750-47c2-b8ce-f6c68bd3b705
539324.6457,4804546.4686,28,50043979,1049589,5,51,7754,161  GEHL PL,30T-18202,Draft Approved,SGL PLANNING & DESIGN INC,KITCHENER GREEN DEVELOPMENTS INC,517839,18,Mattamy South Plan SA,Subdivision Approval,Residential,1049589,"Garett Stevenson, MCIP, RPP",A proposed Plan of Subdivision with up to 235 residential units and open space blocks.,,2018/08/10 00:00:00+00,"This application has been approved by Kitchener City Council agenda on June 26, 2023. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",06/19/2023,,,,,06/26/2023,,,,No,,,,,,,,,0,0,0,12.29,Garett.Stevenson@kitchener.ca,519-741-2426,1-866-969-9994,Draft Approved,Draft Approved,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_517839.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_517839.pdf,4d07f144-2a80-42b6-9b0c-0733ae19211b
540517.1229,4811792.8126,29,50002588,1017527,10,10,7905,152  SHANLEY ST,OPA21/002/S/JVW,Recommendation,IBI GROUP,2701098 ONTARIO INC,619927,21,134-152 SHANLEY ST,Official Plan Amendment,Combined,1017527,"Craig Dumart, MCIP, RPP","The application is requesting to re-designate the subject property from 'Low Rise Residential ' (permits up to 3 storeys in height) to 'Medium Rise Residential' (permits buildings up to 8 storeys in height - including townhouses and apartments -multiples) .  A Special Policy is also being requested to permit a maximum Floor Space Ratio (FSR) of (3.0 times the lot coverage by building mass) whereas the maximum FSR in the Medium Rise Residential designation is 2 (two times the lot coverage in building mass) and further, a request to permit a maximum building height of 27.8 m, whereas the Medium Rise Residential designation permits a maximum height of up to 25 metres. ",yes  ZBA 21/004/S/JVW,2021/04/19 00:00:00+00,"This application has been adopted by Kitchener City Council on February 28, 2022. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",02/07/2022,,06/17/2021,,02/28/2022,,,,,No,Low Rise Residential,Medium Rise Residential,,,vacant (formerly a factory),8 storey multiple residential building with 172 units,,,,,,0.429,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_619927.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_619927.pdf,6b4079b0-b190-4c46-9b8d-39dbd6f72df2
539712.2889,4807309.1857,30,50014645,1016148,6,27,8006,1257  OTTAWA ST S,ZBA22/009/O/ES,Closed,,"IHOR DOTSENKO , IHOR DOTSENKO , YULIYA DOTSENKO , YULIYA DOTSENKO ",652830,22,1257 OTTAWA ST S,Zoning By-Law Amendment,Standard,1016148,"Eric Schneider, MCIP, RPP","The City of Kitchener has received an application to rezone the subject lands from R-3 in Zoning By-law 85-1 and RES-2 in Zoning By-law 2019-051 to RES-5 in Zoning By-law 2019-051 with site specific provisions for increase in Floor Space Ratio. This would facilitate the redevelopment of the site that is proposing to remove the 2 existing single detached homes and replace it with a 3-storey, 20 unit multiple dwelling building.",No,2022/05/25 00:00:00+00,This application has been approved by the OLT and the file is now closed.,12/12/2022,,11/08/2022,,12/19/2022,,,20241227,2023/12/27 00:00:00+00,No,Low Rise Residential,,R-3 in Zoning By-law 85-1 and RES-2 in Zoning By-law 2019-051,,2 single detached dwellings,multiple dwelling,,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_652830.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_652830.pdf,c4af0c85-bb1a-4f87-88e0-797ab8bc3ba5
542454.1494,4810012.7661,31,50026959,1052142,9,5,7750,50  BORDEN AVE S,ZBA23/008/B/KA,Issue Review,IBI GROUP,WOODHOUSE INVESTMENTS INC,680773,23,50 BORDEN AVE S,Zoning By-Law Amendment,Combined,1052142,"Katie Anderl, MCIP, RPP","The City of Kitchener has received applications to amend the Official Plan and Zoning By-law for the property located at 50 Borden Ave S.  The applicant is proposing to the develop the property with a mixed-use development consisting of two towers (57 storeys and 51 storeys in height) having 1,224 dwelling units and 7,240 m2 of commercial and institutional space.  Site-specific regulations propose a Floor Space Ratio (FSR) of 16.1, a reduced rear yard setback, and a parking reduction to permit 618 parking spaces.  C/R OPA23/004/B/KA.",OPA23/004/B/KA,2023/05/04 00:00:00+00,"This application is currently in circulation.  if you have any questions, or would like to provide comments on this application, please reach out to the File Planner (City Planning Contact listed below). ",09/18/2023,,06/06/2023,,,,,,,Yes,,,"M-2, 1R, 159U",,Commercial Recreation,Mixed Use,,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Issue Review,Issue Review,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_680773.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_680773.pdf,09117a91-9d2d-4f98-8b72-a48ac748821e
541973.1088,4810724.6146,32,50061784,1010680,10,3,7905,206  DUKE ST E,ZBA22/018/D/CD,Passed,MHBC PLANNING,THE KNOSSOS HOUSING CORPORATION OF,661526,22,206-210 DUKE ST E & 46-50 MADISON AVE N,Zoning By-Law Amendment,Combined,1026629,"Craig Dumart, MCIP, RPP","The application proposed to retain the Residential Seven Zone (R-7) with a number of the existing special regulations of 755R, but amend the existing zoning of the site to permit the following site specific regulations; to permit a balcony to project into a front lot line at 1.16m whereas 3.0m is required, to permit a canopy to be located at a minimum setback of 1.16m whereas the by-law regulates a canopy to extend 1.8m into required setback at 1.2m, to permit a minimum rear yard setback of 4.5m whereas 7.5m is required, to permit a maximum FSR of 3.6 whereas 2.0 is permitted, to permit an off street parking ratio of 0.55 per unit, whereas 1 per unit is required, and to permit an Multiple Dwelling Visitor parking ratio of 0 per unit, whereas 0.1 per unit is required for a site with 81+ units.",C/R OPA22/011/D/CD,2022/08/15 00:00:00+00,Approved,12/12/2022,,09/22/2022,,12/19/2022,,,,,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_661526.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_661526.pdf,f65c8f09-dbbf-48e1-8b71-da025e76de68
543525.4818,4812500.8758,33,50001091,1020669,1,22,7748,9  TURNER AVE,ZBA24/018/T/TS,Passed,K. SMART ASSOCIATES,"1000918377 ONTARIO INC, THOMAS FERGUSON ",721424,24,9 TURNER AVE,Zoning By-Law Amendment,Standard,1020669,"Tim Seyler, MCIP, RPP","The owner is requesting a Zoning By-law amendment to change the zoning from RES-4 to RES-5 and permit a site specific increase of FSR of 0.75, and rear yard setback of 3.6 meters, to permit a multiple dwelling townhouse development containing 30 units.",,2024/07/22 00:00:00+00,"This application has been approved by Kitchener City Council agenda on October 21, 2024. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",10/07/2024,,09/05/2024,,10/21/2024,,,,,No,Low Rise Residential,,RES-4,,3 Dwellings containing a total of 7 units,Multiple Dwelling with 30 units,,,,,,,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_721424.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_721424.pdf,ec46f56e-5204-42f1-8275-2143170129a2
